id;nazwa;typ;liczba_mieszkancow;wojewodztwo;powiat
1426122;Wodynie;wies;4213;Mazowieckie;siedlecki
1426132;Zbuczyn;wies;9805;Mazowieckie;siedlecki
1427011;Sierpc;miasto;17116;Mazowieckie;sierpecki
1427022;Gozdowo;wies;5712;Mazowieckie;sierpecki
1427032;Mochowo;wies;5587;Mazowieckie;sierpecki
1427042;Rościszewo;wies;3821;Mazowieckie;sierpecki
1427052;Sierpc;wies;6635;Mazowieckie;sierpecki
1427062;Szczutowo;wies;4013;Mazowieckie;sierpecki
1427072;Zawidz;wies;5933;Mazowieckie;sierpecki
1428011;Sochaczew;miasto;33918;Mazowieckie;sochaczewski
1428022;Brochów;wies;4405;Mazowieckie;sochaczewski
1428032;Iłów;wies;5957;Mazowieckie;sochaczewski
1428042;Młodzieszyn;wies;5545;Mazowieckie;sochaczewski
1428052;Nowa Sucha;wies;6817;Mazowieckie;sochaczewski
1428062;Rybno;wies;3402;Mazowieckie;sochaczewski
1428072;Sochaczew;wies;11838;Mazowieckie;sochaczewski
1428082;Teresin;wies;11612;Mazowieckie;sochaczewski
1429011;Sokołów Podlaski;miasto;18494;Mazowieckie;sokołowski
1429022;Bielany;wies;3509;Mazowieckie;sokołowski
1429032;Ceranów;wies;1853;Mazowieckie;sokołowski
1429042;Jabłonna Lacka;wies;4184;Mazowieckie;sokołowski
1429053;Kosów Lacki;gmina miejsko-wiejska;5441;Mazowieckie;sokołowski
1429062;Repki;wies;4708;Mazowieckie;sokołowski
1429072;Sabnie;wies;3347;Mazowieckie;sokołowski
1429082;Sokołów Podlaski;wies;5801;Mazowieckie;sokołowski
1429092;Sterdyń;wies;3458;Mazowieckie;sokołowski
1430012;Chlewiska;wies;5588;Mazowieckie;szydłowiecki
1430022;Jastrząb;wies;5120;Mazowieckie;szydłowiecki
1430032;Mirów;wies;3762;Mazowieckie;szydłowiecki
1430042;Orońsko;wies;5943;Mazowieckie;szydłowiecki
1430053;Szydłowiec;gmina miejsko-wiejska;17437;Mazowieckie;szydłowiecki
1432013;Błonie;gmina miejsko-wiejska;22198;Mazowieckie;warszawski zachodni
1432022;Izabelin;wies;10824;Mazowieckie;warszawski zachodni
1432032;Kampinos;wies;4471;Mazowieckie;warszawski zachodni
1432042;Leszno;wies;10959;Mazowieckie;warszawski zachodni
1432053;Łomianki;gmina miejsko-wiejska;31276;Mazowieckie;warszawski zachodni
1432063;Ożarów Mazowiecki;gmina miejsko-wiejska;30499;Mazowieckie;warszawski zachodni
1432072;Stare Babice;wies;22415;Mazowieckie;warszawski zachodni
1433011;Węgrów;miasto;11872;Mazowieckie;węgrowski
1433022;Grębków;wies;4280;Mazowieckie;węgrowski
1433032;Korytnica;wies;5561;Mazowieckie;węgrowski
1433042;Liw;wies;7170;Mazowieckie;węgrowski
1433053;Łochów;gmina miejsko-wiejska;17348;Mazowieckie;węgrowski
1433062;Miedzna;wies;3623;Mazowieckie;węgrowski
1433072;Sadowne;wies;5519;Mazowieckie;węgrowski
1433082;Stoczek;wies;4566;Mazowieckie;węgrowski
1433092;Wierzbno;wies;2487;Mazowieckie;węgrowski
1434011;Kobyłka;miasto;27867;Mazowieckie;wołomiński
1434021;Marki;miasto;43909;Mazowieckie;wołomiński
1434031;Ząbki;miasto;44720;Mazowieckie;wołomiński
1434041;Zielonka;miasto;18171;Mazowieckie;wołomiński
1434052;Dąbrówka;wies;8516;Mazowieckie;wołomiński
1434062;Jadów;wies;7105;Mazowieckie;wołomiński
1434072;Klembów;wies;10963;Mazowieckie;wołomiński
1434082;Poświętne;wies;6432;Mazowieckie;wołomiński
1434093;Radzymin;gmina miejsko-wiejska;30560;Mazowieckie;wołomiński
1434102;Strachówka;wies;2614;Mazowieckie;wołomiński
1434113;Tłuszcz;gmina miejsko-wiejska;20132;Mazowieckie;wołomiński
1434123;Wołomin;gmina miejsko-wiejska;51248;Mazowieckie;wołomiński
1435012;Brańszczyk;wies;8191;Mazowieckie;wyszkowski
1435022;Długosiodło;wies;7467;Mazowieckie;wyszkowski
1435032;Rząśnik;wies;6831;Mazowieckie;wyszkowski
1435042;Somianka;wies;5611;Mazowieckie;wyszkowski
1435053;Wyszków;gmina miejsko-wiejska;39319;Mazowieckie;wyszkowski
1435062;Zabrodzie;wies;6160;Mazowieckie;wyszkowski
1436012;Kazanów;wies;4305;Mazowieckie;zwoleński
1436022;Policzna;wies;5176;Mazowieckie;zwoleński
1436032;Przyłęk;wies;5841;Mazowieckie;zwoleński
1436042;Tczów;wies;4825;Mazowieckie;zwoleński
1436053;Zwoleń;gmina miejsko-wiejska;14446;Mazowieckie;zwoleński
1437013;Bieżuń;gmina miejsko-wiejska;4650;Mazowieckie;żuromiński
1437022;Kuczbork-Osada;wies;4327;Mazowieckie;żuromiński
1437033;Lubowidz;gmina miejsko-wiejska;6344;Mazowieckie;żuromiński
1437042;Lutocin;wies;4015;Mazowieckie;żuromiński
1437052;Siemiątkowo;wies;3233;Mazowieckie;żuromiński
1437063;Żuromin;gmina miejsko-wiejska;13496;Mazowieckie;żuromiński
1438011;Żyrardów;miasto;38985;Mazowieckie;żyrardowski
1438023;Mszczonów;gmina miejsko-wiejska;11347;Mazowieckie;żyrardowski
1438032;Puszcza Mariańska;wies;8782;Mazowieckie;żyrardowski
1438042;Radziejowice;wies;6334;Mazowieckie;żyrardowski
1438053;Wiskitki;gmina miejsko-wiejska;10095;Mazowieckie;żyrardowski
1461000;Ostrołęka;miasto;48995;Mazowieckie;Ostrołęka
1462000;Płock;miasto;113146;Mazowieckie;Płock
1463000;Radom;miasto;198754;Mazowieckie;Radom
1464000;Siedlce;miasto;75820;Mazowieckie;Siedlce
1465011;Warszawa;miasto;1862345;Mazowieckie;Warszawa
1201011;Bochnia;miasto;28698;Małopolskie;bocheński
1201022;Bochnia;wies;20545;Małopolskie;bocheński
1201032;Drwinia;wies;6469;Małopolskie;bocheński
1201042;Lipnica Murowana;wies;5547;Małopolskie;bocheński
1201052;Łapanów;wies;8517;Małopolskie;bocheński
1201063;Nowy Wiśnicz;gmina miejsko-wiejska;14369;Małopolskie;bocheński
1201072;Rzezawa;wies;11401;Małopolskie;bocheński
1201082;Trzciana;wies;5669;Małopolskie;bocheński
1201092;Żegocina;wies;5531;Małopolskie;bocheński
1202012;Borzęcin;wies;8155;Małopolskie;brzeski
1202023;Brzesko;gmina miejsko-wiejska;35607;Małopolskie;brzeski
1202033;Czchów;gmina miejsko-wiejska;9792;Małopolskie;brzeski
1202042;Dębno;wies;14481;Małopolskie;brzeski
1202052;Gnojnik;wies;8116;Małopolskie;brzeski
1202062;Iwkowa;wies;6607;Małopolskie;brzeski
1202072;Szczurowa;wies;9238;Małopolskie;brzeski
1203013;Alwernia;gmina miejsko-wiejska;12397;Małopolskie;chrzanowski
1203022;Babice;wies;9012;Małopolskie;chrzanowski
1203033;Chrzanów;gmina miejsko-wiejska;44653;Małopolskie;chrzanowski
1203043;Libiąż;gmina miejsko-wiejska;21425;Małopolskie;chrzanowski
1203053;Trzebinia;gmina miejsko-wiejska;32695;Małopolskie;chrzanowski
1204012;Bolesław;wies;2659;Małopolskie;dąbrowski
1204023;Dąbrowa Tarnowska;gmina miejsko-wiejska;20885;Małopolskie;dąbrowski
1204032;Gręboszów;wies;3221;Małopolskie;dąbrowski
1204042;Mędrzechów;wies;3350;Małopolskie;dąbrowski
1204052;Olesno;wies;7669;Małopolskie;dąbrowski
1204062;Radgoszcz;wies;7448;Małopolskie;dąbrowski
1204073;Szczucin;gmina miejsko-wiejska;12587;Małopolskie;dąbrowski
1205011;Gorlice;miasto;25944;Małopolskie;gorlicki
1205023;Biecz;gmina miejsko-wiejska;16254;Małopolskie;gorlicki
1205033;Bobowa;gmina miejsko-wiejska;9556;Małopolskie;gorlicki
1205042;Gorlice;wies;16995;Małopolskie;gorlicki
1205052;Lipinki;wies;6718;Małopolskie;gorlicki
1205062;Łużna;wies;8390;Małopolskie;gorlicki
1205072;Moszczenica;wies;4878;Małopolskie;gorlicki
1205082;Ropa;wies;5525;Małopolskie;gorlicki
1205092;Sękowa;wies;4888;Małopolskie;gorlicki
1205102;Uście Gorlickie;wies;6836;Małopolskie;gorlicki
1206012;Czernichów;wies;15293;Małopolskie;krakowski
1206022;Igołomia-Wawrzeńczyc;wies;7872;Małopolskie;krakowski
1206032;Iwanowice;wies;9783;Małopolskie;krakowski
1206042;Jerzmanowice-Przegin;wies;11189;Małopolskie;krakowski
1206052;Kocmyrzów-Luborzyca;wies;17890;Małopolskie;krakowski
1206063;Krzeszowice;gmina miejsko-wiejska;31984;Małopolskie;krakowski
1206072;Liszki;wies;18260;Małopolskie;krakowski
1206082;Michałowice;wies;13038;Małopolskie;krakowski
1206092;Mogilany;wies;16150;Małopolskie;krakowski
1206103;Skała;gmina miejsko-wiejska;10958;Małopolskie;krakowski
1206113;Skawina;gmina miejsko-wiejska;44032;Małopolskie;krakowski
1206123;Słomniki;gmina miejsko-wiejska;13815;Małopolskie;krakowski
1206132;Sułoszowa;wies;5710;Małopolskie;krakowski
1206143;Świątniki Górne;gmina miejsko-wiejska;11053;Małopolskie;krakowski
1206152;Wielka Wieś;wies;16216;Małopolskie;krakowski
1206162;Zabierzów;wies;29252;Małopolskie;krakowski
1206172;Zielonki;wies;27023;Małopolskie;krakowski
1207011;Limanowa;miasto;14565;Małopolskie;limanowski
1207021;Mszana Dolna;miasto;7840;Małopolskie;limanowski
1207032;Dobra;wies;10048;Małopolskie;limanowski
1207042;Jodłownik;wies;8749;Małopolskie;limanowski
1207052;Kamienica;wies;7801;Małopolskie;limanowski
1207062;Laskowa;wies;8164;Małopolskie;limanowski
1207072;Limanowa;wies;25863;Małopolskie;limanowski
1207082;Łukowica;wies;10153;Małopolskie;limanowski
1207092;Mszana Dolna;wies;17591;Małopolskie;limanowski
1207102;Niedźwiedź;wies;7291;Małopolskie;limanowski
1207112;Słopnice;wies;6857;Małopolskie;limanowski
1207122;Tymbark;wies;6410;Małopolskie;limanowski
1208012;Charsznica;wies;7174;Małopolskie;miechowski
1208022;Gołcza;wies;5992;Małopolskie;miechowski
1208032;Kozłów;wies;4429;Małopolskie;miechowski
1208042;Książ Wielki;wies;4921;Małopolskie;miechowski
1208053;Miechów;gmina miejsko-wiejska;18849;Małopolskie;miechowski
1208062;Racławice;wies;2436;Małopolskie;miechowski
1208072;Słaboszów;wies;3376;Małopolskie;miechowski
1209013;Dobczyce;gmina miejsko-wiejska;15510;Małopolskie;myślenicki
1209022;Lubień;wies;10096;Małopolskie;myślenicki
1209033;Myślenice;gmina miejsko-wiejska;45349;Małopolskie;myślenicki
1209042;Pcim;wies;11107;Małopolskie;myślenicki
1209052;Raciechowice;wies;6420;Małopolskie;myślenicki
1209062;Siepraw;wies;9530;Małopolskie;myślenicki
1209073;Sułkowice;gmina miejsko-wiejska;15132;Małopolskie;myślenicki
1209082;Tokarnia;wies;8809;Małopolskie;myślenicki
1209092;Wiśniowa;wies;7490;Małopolskie;myślenicki
1210011;Grybów;miasto;5968;Małopolskie;nowosądecki
1210022;Chełmiec;wies;29396;Małopolskie;nowosądecki
1210032;Gródek nad Dunajcem;wies;8934;Małopolskie;nowosądecki
1210042;Grybów;wies;25286;Małopolskie;nowosądecki
1210052;Kamionka Wielka;wies;10476;Małopolskie;nowosądecki
1210062;Korzenna;wies;14346;Małopolskie;nowosądecki
1210073;Krynica-Zdrój;gmina miejsko-wiejska;15860;Małopolskie;nowosądecki
1210082;Łabowa;wies;5959;Małopolskie;nowosądecki
1210092;Łącko;wies;16650;Małopolskie;nowosądecki
1210102;Łososina Dolna;wies;11138;Małopolskie;nowosądecki
1210113;Muszyna;gmina miejsko-wiejska;11183;Małopolskie;nowosądecki
1210122;Nawojowa;wies;8767;Małopolskie;nowosądecki
1210133;Piwniczna-Zdrój;gmina miejsko-wiejska;10058;Małopolskie;nowosądecki
1210142;Podegrodzie;wies;13461;Małopolskie;nowosądecki
1210152;Rytro;wies;3683;Małopolskie;nowosądecki
1210163;Stary Sącz;gmina miejsko-wiejska;23510;Małopolskie;nowosądecki
1211011;Nowy Targ;miasto;33088;Małopolskie;nowotarski
1211023;Szczawnica;gmina miejsko-wiejska;6813;Małopolskie;nowotarski
1211032;Czarny Dunajec;wies;22085;Małopolskie;nowotarski
1211042;Czorsztyn;wies;7618;Małopolskie;nowotarski
1211052;Jabłonka;wies;18989;Małopolskie;nowotarski
1211062;Krościenko nad Dunaj;wies;6677;Małopolskie;nowotarski
1211072;Lipnica Wielka;wies;6056;Małopolskie;nowotarski
1211082;Łapsze Niżne;wies;9238;Małopolskie;nowotarski
1211092;Nowy Targ;wies;24031;Małopolskie;nowotarski
1211102;Ochotnica Dolna;wies;8416;Małopolskie;nowotarski
1211112;Raba Wyżna;wies;14482;Małopolskie;nowotarski
1211123;Rabka-Zdrój;gmina miejsko-wiejska;16705;Małopolskie;nowotarski
1211132;Spytkowice;wies;4676;Małopolskie;nowotarski
1211142;Szaflary;wies;11216;Małopolskie;nowotarski
1212011;Bukowno;miasto;9651;Małopolskie;olkuski
1212032;Bolesław;wies;7619;Małopolskie;olkuski
1212042;Klucze;wies;14638;Małopolskie;olkuski
1212053;Olkusz;gmina miejsko-wiejska;46351;Małopolskie;olkuski
1212062;Trzyciąż;wies;6927;Małopolskie;olkuski
1212073;Wolbrom;gmina miejsko-wiejska;22111;Małopolskie;olkuski
1213011;Oświęcim;miasto;36279;Małopolskie;oświęcimski
1213023;Brzeszcze;gmina miejsko-wiejska;20628;Małopolskie;oświęcimski
1213033;Chełmek;gmina miejsko-wiejska;12421;Małopolskie;oświęcimski
1213043;Kęty;gmina miejsko-wiejska;33387;Małopolskie;oświęcimski
1213052;Osiek;wies;8159;Małopolskie;oświęcimski
1213062;Oświęcim;wies;18888;Małopolskie;oświęcimski
1213072;Polanka Wielka;wies;4311;Małopolskie;oświęcimski
1213082;Przeciszów;wies;6445;Małopolskie;oświęcimski
1213093;Zator;gmina miejsko-wiejska;9121;Małopolskie;oświęcimski
1214012;Koniusza;wies;9084;Małopolskie;proszowicki
1214023;Koszyce;gmina miejsko-wiejska;5260;Małopolskie;proszowicki
1214033;Nowe Brzesko;gmina miejsko-wiejska;5665;Małopolskie;proszowicki
1214042;Pałecznica;wies;3492;Małopolskie;proszowicki
1214053;Proszowice;gmina miejsko-wiejska;15657;Małopolskie;proszowicki
1214062;Radziemice;wies;3225;Małopolskie;proszowicki
1215011;Jordanów;miasto;5395;Małopolskie;suski
1215021;Sucha Beskidzka;miasto;8876;Małopolskie;suski
1215032;Budzów;wies;8817;Małopolskie;suski
1215042;Bystra-Sidzina;wies;6836;Małopolskie;suski
1215052;Jordanów;wies;11189;Małopolskie;suski
1215063;Maków Podhalański;gmina miejsko-wiejska;15808;Małopolskie;suski
1215072;Stryszawa;wies;11924;Małopolskie;suski
1215082;Zawoja;wies;8813;Małopolskie;suski
1215092;Zembrzyce;wies;5439;Małopolskie;suski
1216013;Ciężkowice;gmina miejsko-wiejska;11037;Małopolskie;tarnowski
1216022;Gromnik;wies;8705;Małopolskie;tarnowski
1216032;Lisia Góra;wies;15565;Małopolskie;tarnowski
1216042;Pleśna;wies;11794;Małopolskie;tarnowski
1216053;Radłów;gmina miejsko-wiejska;9414;Małopolskie;tarnowski
1216063;Ryglice;gmina miejsko-wiejska;11268;Małopolskie;tarnowski
1216072;Rzepiennik Strzyżews;wies;6575;Małopolskie;tarnowski
1216082;Skrzyszów;wies;14109;Małopolskie;tarnowski
1216092;Tarnów;wies;26279;Małopolskie;tarnowski
1216103;Tuchów;gmina miejsko-wiejska;17165;Małopolskie;tarnowski
1216112;Wierzchosławice;wies;10588;Małopolskie;tarnowski
1216122;Wietrzychowice;wies;3779;Małopolskie;tarnowski
1216133;Wojnicz;gmina miejsko-wiejska;13049;Małopolskie;tarnowski
1216143;Zakliczyn;gmina miejsko-wiejska;12381;Małopolskie;tarnowski
1216153;Żabno;gmina miejsko-wiejska;18509;Małopolskie;tarnowski
1216162;Szerzyny;wies;7534;Małopolskie;tarnowski
1217011;Zakopane;miasto;25456;Małopolskie;tatrzański
1217022;Biały Dunajec;wies;6847;Małopolskie;tatrzański
1217032;Bukowina Tatrzańska;wies;13504;Małopolskie;tatrzański
1217042;Kościelisko;wies;9039;Małopolskie;tatrzański
1217052;Poronin;wies;11773;Małopolskie;tatrzański
1218013;Andrychów;gmina miejsko-wiejska;42283;Małopolskie;wadowicki
1218022;Brzeźnica;wies;10749;Małopolskie;wadowicki
1218033;Kalwaria Zebrzydow;gmina miejsko-wiejska;19932;Małopolskie;wadowicki
1218042;Lanckorona;wies;6267;Małopolskie;wadowicki
1218052;Mucharz;wies;4141;Małopolskie;wadowicki
1218062;Spytkowice;wies;10135;Małopolskie;wadowicki
1218072;Stryszów;wies;6829;Małopolskie;wadowicki
1218082;Tomice;wies;8181;Małopolskie;wadowicki
1218093;Wadowice;gmina miejsko-wiejska;36830;Małopolskie;wadowicki
1218102;Wieprz;wies;12631;Małopolskie;wadowicki
1219012;Biskupice;wies;11480;Małopolskie;wielicki
1219022;Gdów;wies;18577;Małopolskie;wielicki
1219032;Kłaj;wies;11091;Małopolskie;wielicki
1219043;Niepołomice;gmina miejsko-wiejska;32552;Małopolskie;wielicki
1219053;Wieliczka;gmina miejsko-wiejska;67512;Małopolskie;wielicki
1261000;Kraków;miasto;802781;Małopolskie;Kraków
1262000;Nowy Sącz;miasto;80756;Małopolskie;Nowy Sącz
1263000;Tarnów;miasto;104454;Małopolskie;Tarnów
1601011;Brzeg;miasto;33962;Opolskie;brzeski
1601022;Skarbimierz;wies;8612;Opolskie;brzeski
1601033;Grodków;gmina miejsko-wiejska;18177;Opolskie;brzeski
1601043;Lewin Brzeski;gmina miejsko-wiejska;12517;Opolskie;brzeski
1601052;Lubsza;wies;8963;Opolskie;brzeski
1601062;Olszanka;wies;4769;Opolskie;brzeski
1602013;Baborów;gmina miejsko-wiejska;5740;Opolskie;głubczycki
1602022;Branice;wies;6295;Opolskie;głubczycki
1602033;Głubczyce;gmina miejsko-wiejska;21139;Opolskie;głubczycki
1602043;Kietrz;gmina miejsko-wiejska;10137;Opolskie;głubczycki
1603011;Kędzierzyn-Koźle;miasto;55623;Opolskie;kędzierzyńsko-koziels
1603022;Bierawa;wies;7519;Opolskie;kędzierzyńsko-koziels
1603032;Cisek;wies;5350;Opolskie;kędzierzyńsko-koziels
1603042;Pawłowiczki;wies;7097;Opolskie;kędzierzyńsko-koziels
1603052;Polska Cerekiew;wies;3773;Opolskie;kędzierzyńsko-koziels
1603062;Reńska Wieś;wies;8088;Opolskie;kędzierzyńsko-koziels
1604013;Byczyna;gmina miejsko-wiejska;8753;Opolskie;kluczborski
1604023;Kluczbork;gmina miejsko-wiejska;34441;Opolskie;kluczborski
1604032;Lasowice Wielkie;wies;6388;Opolskie;kluczborski
1604043;Wołczyn;gmina miejsko-wiejska;12418;Opolskie;kluczborski
1605013;Gogolin;gmina miejsko-wiejska;11658;Opolskie;krapkowicki
1605023;Krapkowice;gmina miejsko-wiejska;21766;Opolskie;krapkowicki
1605032;Strzeleczki;wies;7229;Opolskie;krapkowicki
1605042;Walce;wies;5169;Opolskie;krapkowicki
1605053;Zdzieszowice;gmina miejsko-wiejska;14260;Opolskie;krapkowicki
1606012;Domaszowice;wies;3485;Opolskie;namysłowski
1606023;Namysłów;gmina miejsko-wiejska;26377;Opolskie;namysłowski
1606032;Pokój;wies;5075;Opolskie;namysłowski
1606042;Świerczów;wies;3089;Opolskie;namysłowski
1606052;Wilków;wies;4220;Opolskie;namysłowski
1607013;Głuchołazy;gmina miejsko-wiejska;22654;Opolskie;nyski
1607022;Kamiennik;wies;3206;Opolskie;nyski
1607033;Korfantów;gmina miejsko-wiejska;8458;Opolskie;nyski
1607042;Łambinowice;wies;7253;Opolskie;nyski
1607053;Nysa;gmina miejsko-wiejska;54514;Opolskie;nyski
1607063;Otmuchów;gmina miejsko-wiejska;12922;Opolskie;nyski
1607073;Paczków;gmina miejsko-wiejska;11573;Opolskie;nyski
1607082;Pakosławice;wies;3364;Opolskie;nyski
1607092;Skoroszyce;wies;5912;Opolskie;nyski
1608013;Dobrodzień;gmina miejsko-wiejska;9155;Opolskie;oleski
1608023;Gorzów Śląski;gmina miejsko-wiejska;7009;Opolskie;oleski
1608033;Olesno;gmina miejsko-wiejska;17285;Opolskie;oleski
1608043;Praszka;gmina miejsko-wiejska;13002;Opolskie;oleski
1608052;Radłów;wies;4096;Opolskie;oleski
1608062;Rudniki;wies;7737;Opolskie;oleski
1608072;Zębowice;wies;3484;Opolskie;oleski
1609012;Chrząstowice;wies;7053;Opolskie;opolski
1609022;Dąbrowa;wies;8190;Opolskie;opolski
1609032;Dobrzeń Wielki;wies;9154;Opolskie;opolski
1609042;Komprachcice;wies;9232;Opolskie;opolski
1609052;Łubniany;wies;10085;Opolskie;opolski
1609062;Murów;wies;5085;Opolskie;opolski
1609073;Niemodlin;gmina miejsko-wiejska;12658;Opolskie;opolski
1609083;Ozimek;gmina miejsko-wiejska;18531;Opolskie;opolski
1609092;Popielów;wies;7736;Opolskie;opolski
1609103;Prószków;gmina miejsko-wiejska;8884;Opolskie;opolski
1609112;Tarnów Opolski;wies;9363;Opolskie;opolski
1609123;Tułowice;gmina miejsko-wiejska;4976;Opolskie;opolski
1609132;Turawa;wies;9861;Opolskie;opolski
1610013;Biała;gmina miejsko-wiejska;9973;Opolskie;prudnicki
1610023;Głogówek;gmina miejsko-wiejska;12714;Opolskie;prudnicki
1610032;Lubrza;wies;4154;Opolskie;prudnicki
1610043;Prudnik;gmina miejsko-wiejska;25345;Opolskie;prudnicki
1611012;Izbicko;wies;5273;Opolskie;strzelecki
1611022;Jemielnica;wies;6997;Opolskie;strzelecki
1611033;Kolonowskie;gmina miejsko-wiejska;5709;Opolskie;strzelecki
1611043;Leśnica;gmina miejsko-wiejska;7513;Opolskie;strzelecki
1611053;Strzelce Opolskie;gmina miejsko-wiejska;29424;Opolskie;strzelecki
1611063;Ujazd;gmina miejsko-wiejska;6342;Opolskie;strzelecki
1611073;Zawadzkie;gmina miejsko-wiejska;10591;Opolskie;strzelecki
1661011;Opole;miasto;126623;Opolskie;Opole
1801032;Czarna;wies;2378;Podkarpackie;bieszczadzki
1801052;Lutowiska;wies;2004;Podkarpackie;bieszczadzki
1801083;Ustrzyki Dolne;gmina miejsko-wiejska;16472;Podkarpackie;bieszczadzki
1802013;Brzozów;gmina miejsko-wiejska;26076;Podkarpackie;brzozowski
1802022;Domaradz;wies;5864;Podkarpackie;brzozowski
1802032;Dydnia;wies;7562;Podkarpackie;brzozowski
1802042;Haczów;wies;9055;Podkarpackie;brzozowski
1802052;Jasienica Rosielna;wies;7607;Podkarpackie;brzozowski
1802062;Nozdrzec;wies;7612;Podkarpackie;brzozowski
1803011;Dębica;miasto;43523;Podkarpackie;dębicki
1803023;Brzostek;gmina miejsko-wiejska;12711;Podkarpackie;dębicki
1803032;Czarna;wies;13325;Podkarpackie;dębicki
1803042;Dębica;wies;25665;Podkarpackie;dębicki
1803052;Jodłowa;wies;5259;Podkarpackie;dębicki
1803063;Pilzno;gmina miejsko-wiejska;18220;Podkarpackie;dębicki
1803072;Żyraków;wies;14385;Podkarpackie;dębicki
1804011;Jarosław;miasto;35739;Podkarpackie;jarosławski
1804021;Radymno;miasto;5050;Podkarpackie;jarosławski
1804032;Chłopice;wies;5319;Podkarpackie;jarosławski
1804042;Jarosław;wies;13156;Podkarpackie;jarosławski
1804052;Laszki;wies;6637;Podkarpackie;jarosławski
1804062;Pawłosiów;wies;8441;Podkarpackie;jarosławski
1804073;Pruchnik;gmina miejsko-wiejska;9319;Podkarpackie;jarosławski
1804082;Radymno;wies;10950;Podkarpackie;jarosławski
1804092;Rokietnica;wies;4166;Podkarpackie;jarosławski
1804102;Roźwienica;wies;6192;Podkarpackie;jarosławski
1804112;Wiązownica;wies;11696;Podkarpackie;jarosławski
1805011;Jasło;miasto;33276;Podkarpackie;jasielski
1805022;Brzyska;wies;6327;Podkarpackie;jasielski
1805032;Dębowiec;wies;8795;Podkarpackie;jasielski
1805042;Jasło;wies;15988;Podkarpackie;jasielski
1805053;Kołaczyce;gmina miejsko-wiejska;8653;Podkarpackie;jasielski
1805062;Krempna;wies;1719;Podkarpackie;jasielski
1805072;Nowy Żmigród;wies;8742;Podkarpackie;jasielski
1805082;Osiek Jasielski;wies;5190;Podkarpackie;jasielski
1805092;Skołyszyn;wies;12072;Podkarpackie;jasielski
1805112;Tarnowiec;wies;9034;Podkarpackie;jasielski
1806012;Cmolas;wies;8010;Podkarpackie;kolbuszowski
1806023;Kolbuszowa;gmina miejsko-wiejska;24332;Podkarpackie;kolbuszowski
1806032;Majdan Królewski;wies;9690;Podkarpackie;kolbuszowski
1806042;Niwiska;wies;6188;Podkarpackie;kolbuszowski
1806052;Raniżów;wies;6939;Podkarpackie;kolbuszowski
1806062;Dzikowiec;wies;6322;Podkarpackie;kolbuszowski
1807012;Chorkówka;wies;13488;Podkarpackie;krośnieński
1807023;Dukla;gmina miejsko-wiejska;13986;Podkarpackie;krośnieński
1807033;Iwonicz-Zdrój;gmina miejsko-wiejska;10385;Podkarpackie;krośnieński
1807043;Jedlicze;gmina miejsko-wiejska;14947;Podkarpackie;krośnieński
1807052;Korczyna;wies;11129;Podkarpackie;krośnieński
1807062;Krościenko Wyżne;wies;5376;Podkarpackie;krośnieński
1807072;Miejsce Piastowe;wies;13326;Podkarpackie;krośnieński
1807083;Rymanów;gmina miejsko-wiejska;15322;Podkarpackie;krośnieński
1807092;Wojaszówka;wies;9233;Podkarpackie;krośnieński
1807102;Jaśliska;wies;2076;Podkarpackie;krośnieński
1808011;Leżajsk;miasto;12926;Podkarpackie;leżajski
1808022;Grodzisko Dolne;wies;7787;Podkarpackie;leżajski
1808032;Kuryłówka;wies;5523;Podkarpackie;leżajski
1808042;Leżajsk;wies;19912;Podkarpackie;leżajski
1808053;Nowa Sarzyna;gmina miejsko-wiejska;21051;Podkarpackie;leżajski
1809011;Lubaczów;miasto;11485;Podkarpackie;lubaczowski
1809023;Cieszanów;gmina miejsko-wiejska;6824;Podkarpackie;lubaczowski
1809032;Horyniec-Zdrój;wies;4419;Podkarpackie;lubaczowski
1809042;Lubaczów;wies;8957;Podkarpackie;lubaczowski
1809053;Narol;gmina miejsko-wiejska;7609;Podkarpackie;lubaczowski
1809063;Oleszyce;gmina miejsko-wiejska;6149;Podkarpackie;lubaczowski
1809072;Stary Dzików;wies;4036;Podkarpackie;lubaczowski
1809082;Wielkie Oczy;wies;3672;Podkarpackie;lubaczowski
1810011;Łańcut;miasto;17668;Podkarpackie;łańcucki
1810022;Białobrzegi;wies;8674;Podkarpackie;łańcucki
1810032;Czarna;wies;11992;Podkarpackie;łańcucki
1810042;Łańcut;wies;21785;Podkarpackie;łańcucki
1810052;Markowa;wies;6336;Podkarpackie;łańcucki
1810062;Rakszawa;wies;7306;Podkarpackie;łańcucki
1810072;Żołynia;wies;6998;Podkarpackie;łańcucki
1811011;Mielec;miasto;57612;Podkarpackie;mielecki
1811022;Borowa;wies;5309;Podkarpackie;mielecki
1811032;Czermin;wies;7028;Podkarpackie;mielecki
1811042;Gawłuszowice;wies;2708;Podkarpackie;mielecki
1811052;Mielec;wies;13529;Podkarpackie;mielecki
1811062;Padew Narodowa;wies;5158;Podkarpackie;mielecki
1811073;Przecław;gmina miejsko-wiejska;11995;Podkarpackie;mielecki
1811083;Radomyśl Wielki;gmina miejsko-wiejska;14219;Podkarpackie;mielecki
1811092;Tuszów Narodowy;wies;8286;Podkarpackie;mielecki
1811102;Wadowice Górne;wies;7607;Podkarpackie;mielecki
1812012;Harasiuki;wies;5774;Podkarpackie;niżański
